NAME,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
"Eddie Taubensee","taubeed01","1995","1","CIN","NL","80","80","218","32","62","14","2","9","44","2","2","22","52","2","2","1","1","2","80"
"Eddie Taubensee","taubeed01","1996","1","CIN","NL","108","108","327","46","95","20","0","12","48","3","4","26","64","5","0","1","5","4","108"
"Eddie Taubensee","taubeed01","1997","1","CIN","NL","108","108","254","26","68","18","0","10","34","0","1","22","66","2","1","1","5","2","108"
"Eddie Taubensee","taubeed01","1998","1","CIN","NL","130","130","431","61","120","27","0","11","72","1","0","52","93","6","0","2","6","4","130"
"Jesus Tavarez","tavarje01","1995","1","FLO","NL","63","63","190","31","55","6","2","2","13","7","5","16","27","1","1","3","1","1","63"
"Jesus Tavarez","tavarje01","1996","1","FLO","NL","98","98","114","14","25","3","0","0","6","5","1","7","18","0","0","3","0","2","98"
"Jesus Tavarez","tavarje01","1997","1","BOS","AL","42","42","69","12","12","3","1","0","9","0","0","4","9","0","0","0","1","2","42"
"Jesus Tavarez","tavarje01","1998","1","BAL","AL","8","8","11","2","2","0","0","1","1","0","1","2","3","0","0","0","0","0","8"
"Miguel Tejada","tejadmi01","1997","1","OAK","AL","26","26","99","10","20","3","2","2","10","2","0","2","22","0","3","0","0","3","26"
"Mickey Tettleton","tettlmi01","1995","1","TEX","AL","134","134","429","76","102","19","1","32","78","0","0","107","110","5","7","1","3","8","134"
"Mickey Tettleton","tettlmi01","1996","1","TEX","AL","143","143","491","78","121","26","1","24","83","2","1","95","137","8","3","1","9","12","143"
"Mickey Tettleton","tettlmi01","1997","1","TEX","AL","17","17","44","5","4","1","0","3","4","0","0","3","12","1","1","0","0","1","17"
"Frank Thomas","thomafr04","1995","1","CHA","AL","145","145","493","102","152","27","0","40","111","3","2","136","74","29","6","0","12","14","145"
"Frank Thomas","thomafr04","1996","1","CHA","AL","141","141","527","110","184","26","0","40","134","1","1","109","70","26","5","0","8","25","141"
"Frank Thomas","thomafr04","1997","1","CHA","AL","146","146","530","110","184","35","0","35","125","1","1","109","69","9","3","0","7","15","146"
"Frank Thomas","thomafr04","1998","1","CHA","AL","160","160","585","109","155","35","2","29","109","7","0","110","93","2","6","0","11","14","160"
"Jim Thome","thomeji01","1995","1","CLE","AL","137","137","452","92","142","29","3","25","73","4","3","97","113","3","5","0","3","8","137"
"Jim Thome","thomeji01","1996","1","CLE","AL","151","151","505","122","157","28","5","38","116","2","2","123","141","8","6","0","2","13","151"
"Jim Thome","thomeji01","1997","1","CLE","AL","147","147","496","104","142","25","0","40","102","1","1","120","146","9","3","0","8","9","147"
"Jim Thome","thomeji01","1998","1","CLE","AL","123","123","440","89","129","34","2","30","85","1","0","89","141","8","4","0","4","7","123"
"Jason Thompson","thompja02","1996","1","SDN","NL","13","13","49","4","11","4","0","2","6","0","0","1","14","0","0","0","1","0","13"
"Milt Thompson","thompmi02","1995","1","HOU","NL","92","92","132","14","29","9","0","2","19","4","2","14","37","3","1","2","1","3","92"
"Milt Thompson","thompmi02","1996","1","LAN","NL","48","48","51","2","6","1","0","0","1","1","1","6","10","0","0","0","0","1","48"
"Milt Thompson","thompmi02","1996","2","COL","NL","14","14","15","1","1","1","0","0","2","0","0","1","3","0","0","0","0","0","14"
"Robby Thompson","thompro01","1995","1","SFN","NL","95","95","336","51","75","15","0","8","23","1","2","42","76","1","4","9","0","3","95"
"Robby Thompson","thompro01","1996","1","SFN","NL","63","63","227","35","48","11","1","5","21","2","2","24","69","0","5","3","0","6","63"
"Ryan Thompson","thompry01","1995","1","NYN","NL","75","75","267","39","67","13","0","7","31","3","1","19","77","1","4","0","4","12","75"
"Ryan Thompson","thompry01","1996","1","CLE","AL","8","8","22","2","7","0","0","1","5","0","0","1","6","0","0","0","0","0","8"
"Gary Thurman","thurmga01","1995","1","SEA","AL","13","13","25","3","8","2","0","0","3","5","2","1","3","0","0","0","1","0","13"
"Gary Thurman","thurmga01","1997","1","NYN","NL","11","11","6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","11"
"Ozzie Timmons","timmooz01","1995","1","CHN","NL","77","77","171","30","45","10","1","8","28","3","0","13","32","2","0","0","1","8","77"
"Ozzie Timmons","timmooz01","1996","1","CHN","NL","65","65","140","18","28","4","0","7","16","1","0","15","30","0","1","1","0","1","65"
"Ozzie Timmons","timmooz01","1997","1","CIN","NL","6","6","9","1","3","1","0","0","0","0","0","0","1","0","0","0","0","0","6"
"Ron Tingley","tinglro01","1995","1","DET","AL","54","54","124","14","28","8","1","4","18","0","1","15","38","0","0","5","1","1","54"
"Lee Tinsley","tinslle01","1995","1","BOS","AL","100","100","341","61","97","17","1","7","41","18","8","39","74","1","1","9","1","8","100"
"Lee Tinsley","tinslle01","1996","1","PHI","NL","31","31","52","1","7","0","0","0","2","2","4","4","22","0","0","1","0","1","31"
"Lee Tinsley","tinslle01","1996","2","BOS","AL","92","92","192","28","47","6","1","3","14","6","8","13","56","0","2","1","1","5","92"
"Lee Tinsley","tinslle01","1997","1","SEA","AL","49","49","122","12","24","6","2","0","6","2","0","11","34","0","0","0","0","4","49"
"Andy Tomberlin","tombean01","1995","1","OAK","AL","46","46","85","15","18","0","0","4","10","4","1","5","22","0","0","2","0","2","46"
"Andy Tomberlin","tombean01","1996","1","NYN","NL","63","63","66","12","17","4","0","3","10","0","0","9","27","0","1","0","0","0","63"
"Andy Tomberlin","tombean01","1997","1","NYN","NL","6","6","7","0","2","0","0","0","0","0","0","1","3","0","0","0","0","0","6"
"Alan Trammell","trammal01","1995","1","DET","AL","74","74","223","28","60","12","0","2","23","3","1","27","19","4","0","3","2","8","74"
"Alan Trammell","trammal01","1996","1","DET","AL","66","66","193","16","45","2","0","1","16","6","0","10","27","0","0","1","3","3","66"
"Bubba Trammell","trammbu01","1997","1","DET","AL","44","44","123","14","28","5","0","4","13","3","1","15","35","0","0","0","2","2","44"
"Jeff Treadway","treadje01","1995","1","LAN","NL","17","17","17","2","2","0","1","0","3","0","0","0","2","0","0","0","0","0","17"
"Jeff Treadway","treadje01","1995","2","MON","NL","41","41","50","4","12","2","0","0","10","0","1","5","2","1","0","0","0","0","41"
"Chris Tremie","tremich01","1995","1","CHA","AL","10","10","24","0","4","0","0","0","0","0","0","1","2","0","0","1","0","0","10"
"Eddie Tucker","tuckeed01","1995","1","HOU","NL","5","5","7","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","5"
"Eddie Tucker","tuckeed01","1995","2","CLE","AL","17","17","20","2","0","0","0","0","0","0","0","5","4","0","1","1","0","0","17"
"Michael Tucker","tuckemi01","1995","1","KCA","AL","62","62","177","23","46","10","0","4","17","2","3","18","51","2","1","2","0","3","62"
"Michael Tucker","tuckemi01","1996","1","KCA","AL","108","108","339","55","88","18","4","12","53","10","4","40","69","1","7","3","4","7","108"
"Michael Tucker","tuckemi01","1997","1","ATL","NL","138","138","499","80","141","25","7","14","56","12","7","44","116","0","6","4","1","7","138"
"Michael Tucker","tuckemi01","1998","1","ATL","NL","130","130","414","54","101","27","3","13","46","8","3","49","112","10","3","1","2","4","130"
"Chris Turner","turnech01","1995","1","CAL","AL","5","5","10","0","1","0","0","0","1","0","0","0","3","0","0","0","0","0","5"
"Chris Turner","turnech01","1996","1","CAL","AL","4","4","3","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","4"
"Chris Turner","turnech01","1997","1","ANA","AL","13","13","23","4","6","1","1","1","2","0","0","5","8","0","0","1","0","0","13"
"Tim Unroe","unroeti01","1995","1","ML4","AL","2","2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Tim Unroe","unroeti01","1996","1","ML4","AL","14","14","16","5","3","0","0","0","0","0","1","4","5","0","0","0","0","0","14"
"Tim Unroe","unroeti01","1997","1","ML4","AL","32","32","16","3","4","1","0","2","5","2","0","2","9","0","0","0","0","0","32"
"Mario Valdez","valdema02","1997","1","CHA","AL","54","54","115","11","28","7","0","1","13","1","0","17","39","0","3","0","2","3","54"
"Pedro Valdes","valdepe01","1996","1","CHN","NL","9","9","8","2","1","1","0","0","1","0","0","1","5","0","0","0","0","0","9"
"Pedro Valdes","valdepe01","1998","1","CHN","NL","14","14","23","1","5","1","1","0","2","0","1","1","3","0","0","0","0","1","14"
"Javier Valentin","valenja01","1997","1","MIN","AL","4","4","7","1","2","0","0","0","0","0","0","0","3","0","0","0","0","0","4"
"John Valentin","valenjo02","1995","1","BOS","AL","135","135","520","108","155","37","2","27","102","20","5","81","67","2","10","4","6","7","135"
"John Valentin","valenjo02","1996","1","BOS","AL","131","131","527","84","156","29","3","13","59","9","10","63","59","0","7","2","7","15","131"
"John Valentin","valenjo02","1997","1","BOS","AL","143","143","575","95","176","47","5","18","77","7","4","58","66","5","5","1","5","21","143"
"John Valentin","valenjo02","1998","1","BOS","AL","153","153","588","113","145","44","1","23","73","4","5","77","82","3","9","2","5","9","153"
"Jose Valentin","valenjo03","1995","1","ML4","AL","112","112","338","62","74","23","3","11","49","16","8","37","83","0","0","7","4","0","112"
"Jose Valentin","valenjo03","1996","1","ML4","AL","154","154","552","90","143","33","7","24","95","17","4","66","145","9","0","6","4","4","154"
"Jose Valentin","valenjo03","1997","1","ML4","AL","136","136","494","58","125","23","1","17","58","19","8","39","109","4","4","4","5","5","136"
"Dave Valle","valleda01","1995","1","TEX","AL","36","36","75","7","18","3","0","0","5","1","0","6","18","0","1","1","0","2","36"
"Dave Valle","valleda01","1996","1","TEX","AL","42","42","86","14","26","6","1","3","17","0","0","9","17","0","0","0","0","3","42"
"John Vander Wal","vandejo02","1995","1","COL","NL","105","105","101","15","35","8","1","5","21","1","1","16","23","5","0","0","1","2","105"
"John Vander Wal","vandejo02","1996","1","COL","NL","104","104","151","20","38","6","2","5","31","2","2","19","38","2","1","0","2","1","104"
"John Vander Wal","vandejo02","1997","1","COL","NL","76","76","92","7","16","2","0","1","11","1","1","10","33","0","0","0","0","2","76"
"John Vander Wal","vandejo02","1998","1","COL","NL","89","89","104","18","30","10","1","5","20","0","0","16","29","0","0","0","1","1","89"
"Andy Van Slyke","vanslan01","1995","1","BAL","AL","17","17","63","6","10","1","0","3","8","0","0","5","15","1","0","0","0","1","17"
"Andy Van Slyke","vanslan01","1995","2","PHI","NL","63","63","214","26","52","10","2","3","16","7","0","28","41","1","2","0","2","6","63"
"Jason Varitek","varitja01","1997","1","BOS","AL","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Jason Varitek","varitja01","1998","1","BOS","AL","86","86","221","31","56","13","0","7","33","2","2","17","45","1","2","4","3","8","86"
"Gary Varsho","varshga01","1995","1","PHI","NL","72","72","103","7","26","1","1","0","11","2","0","7","17","1","2","0","1","1","72"
"Greg Vaughn","vaughgr01","1995","1","ML4","AL","108","108","392","67","88","19","1","17","59","10","4","55","89","3","0","0","4","10","108"
"Greg Vaughn","vaughgr01","1996","1","ML4","AL","102","102","375","78","105","16","0","31","95","5","2","58","99","4","4","0","5","6","102"
"Greg Vaughn","vaughgr01","1996","2","SDN","NL","43","43","141","20","29","3","1","10","22","4","1","24","31","2","2","0","0","1","43"
"Greg Vaughn","vaughgr01","1997","1","SDN","NL","120","120","361","60","78","10","0","18","57","7","4","56","110","1","2","0","3","7","120"
"Mo Vaughn","vaughmo01","1995","1","BOS","AL","140","140","550","98","165","28","3","39","126","11","4","68","150","17","14","0","4","17","140"
"Mo Vaughn","vaughmo01","1996","1","BOS","AL","161","161","635","118","207","29","1","44","143","2","0","95","154","19","14","0","8","17","161"
"Mo Vaughn","vaughmo01","1997","1","BOS","AL","141","141","527","91","166","24","0","35","96","2","2","86","154","17","12","0","3","10","141"
"Mo Vaughn","vaughmo01","1998","1","BOS","AL","154","154","609","107","205","31","2","40","115","0","0","61","144","13","8","0","3","13","154"
"Jorge Velandia","velanjo01","1997","1","SDN","NL","14","14","29","0","3","2","0","0","0","0","0","1","7","0","0","0","0","0","14"
"Randy Velarde","velarra01","1995","1","NYA","AL","111","111","367","60","102","19","1","7","46","5","1","55","64","0","4","3","3","9","111"
"Randy Velarde","velarra01","1996","1","CAL","AL","136","136","530","82","151","27","3","14","54","7","7","70","118","0","5","4","2","7","136"
"Randy Velarde","velarra01","1997","1","ANA","AL","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Randy Velarde","velarra01","1998","1","ANA","AL","51","51","188","29","49","13","1","4","26","7","2","34","42","0","1","0","1","8","51"
"Robin Ventura","venturo01","1995","1","CHA","AL","135","135","492","79","145","22","0","26","93","4","3","75","98","11","1","1","8","8","135"
"Robin Ventura","venturo01","1996","1","CHA","AL","158","158","586","96","168","31","2","34","105","1","3","78","81","10","2","0","8","18","158"
"Robin Ventura","venturo01","1997","1","CHA","AL","54","54","183","27","48","10","1","6","26","0","0","34","21","5","0","0","3","3","54"
"Robin Ventura","venturo01","1998","1","CHA","AL","161","161","590","84","155","31","4","21","91","1","1","79","111","15","1","1","3","10","161"
"Quilvio Veras","verasqu01","1995","1","FLO","NL","124","124","440","86","115","20","7","5","32","56","21","80","68","0","9","7","2","7","124"
"Quilvio Veras","verasqu01","1996","1","FLO","NL","73","73","253","40","64","8","1","4","14","8","8","51","42","1","2","1","1","3","73"
"Quilvio Veras","verasqu01","1997","1","SDN","NL","145","145","539","74","143","23","1","3","45","33","12","72","84","0","7","9","4","9","145"
"Jose Vidro","vidrojo01","1997","1","MON","NL","67","67","169","19","42","12","1","2","17","1","0","11","20","0","2","0","3","1","67"
"Fernando Vina","vinafe01","1995","1","ML4","AL","113","113","288","46","74","7","7","3","29","6","3","22","28","0","9","4","2","6","113"
"Fernando Vina","vinafe01","1996","1","ML4","AL","140","140","554","94","157","19","10","7","46","16","7","38","35","3","13","6","4","15","140"
"Fernando Vina","vinafe01","1997","1","ML4","AL","79","79","324","37","89","12","2","4","28","8","7","12","23","1","7","2","3","4","79"
"Joe Vitiello","vitiejo01","1995","1","KCA","AL","53","53","130","13","33","4","0","7","21","0","0","8","25","0","4","0","0","4","53"
"Joe Vitiello","vitiejo01","1996","1","KCA","AL","85","85","257","29","62","15","1","8","40","2","0","38","69","2","3","0","3","12","85"
"Joe Vitiello","vitiejo01","1997","1","KCA","AL","51","51","130","11","31","6","0","5","18","0","0","14","37","1","2","0","0","2","51"
"Jose Vizcaino","vizcajo01","1995","1","NYN","NL","135","135","509","66","146","21","5","3","56","8","3","35","76","4","1","13","3","14","135"
"Jose Vizcaino","vizcajo01","1996","1","NYN","NL","96","96","363","47","110","12","6","1","32","9","5","28","58","0","3","6","2","6","96"
"Jose Vizcaino","vizcajo01","1996","2","CLE","AL","48","48","179","23","51","5","2","0","13","6","2","7","24","0","0","4","1","2","48"
"Jose Vizcaino","vizcajo01","1997","1","SFN","NL","151","151","568","77","151","19","7","5","50","8","8","48","87","1","0","13","1","13","151"
"Omar Vizquel","vizquom01","1995","1","CLE","AL","136","136","542","87","144","28","0","6","56","29","11","59","59","0","1","10","10","4","136"
"Omar Vizquel","vizquom01","1996","1","CLE","AL","151","151","542","98","161","36","1","9","64","35","9","56","42","0","4","12","9","10","151"
"Omar Vizquel","vizquom01","1997","1","CLE","AL","153","153","565","89","158","23","6","5","49","43","12","57","58","1","2","16","2","16","153"
"Omar Vizquel","vizquom01","1998","1","CLE","AL","151","151","576","86","166","30","6","2","50","37","12","62","64","1","4","12","6","10","151"
"Jack Voigt","voigtja01","1995","1","BAL","AL","3","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Jack Voigt","voigtja01","1995","2","TEX","AL","33","33","62","8","10","3","0","2","8","0","0","10","14","0","0","0","1","2","33"
"Jack Voigt","voigtja01","1996","1","TEX","AL","5","5","9","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","5"
"Jack Voigt","voigtja01","1997","1","ML4","AL","72","72","151","20","37","9","2","8","22","1","2","19","36","2","1","2","1","5","72"
"Matt Walbeck","walbema01","1995","1","MIN","AL","115","115","393","40","101","18","1","1","44","3","1","25","71","2","1","1","2","11","115"
"Matt Walbeck","walbema01","1996","1","MIN","AL","63","63","215","25","48","10","0","2","24","3","1","9","34","0","0","1","2","6","63"
